alloy_name,composition,composition_raw,conditions,conditions_hash,confidence,domain,evidence_span,metric_type,metric极,note,page_or_fig,process_step,process极,property_name,raw_unit,source_id,specimen_state,test_type,unit,value,value_max,value_min,极,极_type
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 5664, 'atmosphere': None}",915957b9ff31,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,autoclave corrosion test,mg/dm²,121,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,87,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 7464, 'atmosphere': None}",d5d786ef01a2,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,autoclave corrosion test,mg/dm²,166,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,stress-relief annealed,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,corrosion,Weight gains during autoclave corrosion test. Nominal conditions: 360°C in PWR chemical environment,measurement,,,Table 5,,,weight gain,mg/dm²,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,autoclave corrosion test,mg/dm²,121,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
Zircaloy-4,{},,"{'temp_C': 360, 'temp_K': 633.15, 'medium': 'PWR chemical environment (demineralized, deaerated water treated with boric acid and lithium hydroxide)', 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': 10344, 'atmosphere': None}",bc61f368f1bc,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,Table 5,,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk5,recrystallized,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,high,corrosion,these alloys are used as fuel cladding and pressure tube material in the primary circuits of nuclear reactors,judgement,,,text,service,,application,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,density,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,specific_heat,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,thermal_conductivity,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,elastoplastic_model,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,thermal_expansion,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,irradiation_creep,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,irradiation_swelling,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
zirconium alloys,{},,"{'temp_C': None, 'temp_K': None, 'medium': None, 'pressure_MPa': None, 'strain_rate_s-1': None, 'dpa': None, 'fluence': None, 'time_h': None, 'atmosphere': None}",0c3b72912b7b,,hardening,not_mentioned_in_text,not_available,,auto_filled_domain_placeholder,text,service,,,,STP1023-EB-Zirconium in the Nuclear Industry_8th Volume_014_chunk7,,,,,,,,
